Text,Category
COVID-19data from the Centers for Disease Control and PreventionadvisoryStill. Eric Adams. New York City s mayor. is not mandating the wearing of face masks.according to The New York Times If there comes a time that our hospitals are in a state of emergency. or we re trending that way. and my doctors that run the hospitals tell me this is what we need to do. I m going to listen to them.  he continued.according to the Los Angeles TimesOn Monday. Barbara Ferrer. the county s public health director. also called on people to wear masks in closed spaces to limit the  spread while we continue to increase the numbers of residents and workers up to date with their vaccinations.  in a statement reported in the LA Times.New York CityLA Countyis also now recommending testingdoubling the COVID testsThe White House s announcement on testing also took a jab at Congress for failing to pass COVID funding. warning this may compromise the nation s preparedness to deal with the pandemic. Due to Congress s failure to provide additional funding for the nation s COVID-19 response. the Administration cannot continue making the types of federal investments needed to sustain domestic testing manufacturing capacity. and this may jeopardize the federal government s ability to provide free tests moving forward.  the statement read.Dr. Ashish Jha. the White House s COVID-19 response coordinator. acknowledged the rise in infections and encouraged people to take a rapid COVID test before attending parties and before visiting vulnerable family members. We ve worked hard to get these tests and with cases rising. it s a good time to get more out to Americans.  he tweeted Tuesday.The White House COVID-19 response team and public health officials. including Dr. Jha. the president s chief medical adviser Dr. Anthony Fauci and CDC Director Dr. Rochelle Walensky. will hold a press briefing Wednesday to provide updates on the country s response to the pandemic.marked We must remain vigilant against this pandemic and do everything we can to save as many lives as possible.  Biden said.,Health News
U.S. regulators on Tuesday authorized a COVID-19 booster shot for healthy 5- to 11-year-olds. hoping an extra vaccine dose will enhance their protection as infections once again creep upward.Everyone 12 and older already was supposed to get one booster dose for the best protection against the newest coronavirus variants ― and some people. including those 50 and older. can choose a second booster.The Food and Drug Administration s authorization now opens a third shot to elementary-age kids. too — at least five months after their last dose.There is one more hurdle: The Centers for Disease Control and Prevention must decide whether to formally recommend the booster for this age group. The CDC s scientific advisers are scheduled to meet on Thursday.Pfizer s shot is the only COVID-19 vaccine available for children of any age in the U.S. Those ages 5 to 11 receive one-third of the dose given to everyone 12 and older.Whether elementary-age children need a booster has been overshadowed by parents  outcry to vaccinate even younger tots. those under 5 ― the only group not yet eligible in the U.S. Both Pfizer and rival Moderna have been studying their shots in the youngest children. and the FDA is expected to evaluate data from one or both companies sometime next month.For the 5- to 11-year-olds. it s not clear how much demand there will be for boosters. Only about 30% of that age group have had the initial two Pfizer doses since vaccinations opened to them in November.But in a small study. Pfizer found a booster revved up those kids  levels of virus-fighting antibodies ― including those able to fight omicron ― the same kind of jump adults get from an extra shot.While the coronavirus is more dangerous to adults than to children. youngsters can get severely ill ― and more than 350 children ages 5 to 11 have died. according to CDC s count.Adding to public confusion. the CDC estimates 3 out of every 4 U.S. children of all ages have been infected with the coronavirus since the pandemic s start ― many of them during the winter omicron wave. Still. health authorities urge vaccination even in people who ve previously had COVID-19. to strengthen their protection.Vaccination may not always prevent milder infections. especially as omicron and its siblings are better than some prior variants at slipping past those defenses. But health authorities agree the vaccinations continue to offer strong protection against the worst outcomes of COVID-19. including hospitalization and death.,Health News
I sat in stunned silence staring at the ER doctor trying to process what she had just said. I was in an auto accident ― a distracted driver ran a red light on a clear. sunny day at 12:15 in the afternoon. I went to the emergency room with minor injuries seeking reassurance they weren t major injuries. I had a CT scan. a couple of X-rays. and I peed in a cup. The doctor had just disclosed the results to me: concussion. contusions. cuts. oh. and I m pregnant.There must be some mistake. She looked at me like she was waiting for me to say something. and I looked at her like one of us doesn t know how menopause works. and it better not be me. (Spoiler alert: It was me.)  But I m five years menopausal.  I managed to stammer.  Do you still have all your organs?  she asked.doShe told me to follow up with a blood test at my regular doctor because it s more accurate. Panic set in. I did what any Floridian would do in an emergency: I went straight to Publix. I bought a twin pack of pregnancy tests and went home. Both of them were negative. It must have been cross-contamination. I told myself. But I go for the blood test anyway. This is no time to be sloppy.The following day at my doctor s office. she agreed that she can trace my menopause back seven years. and yes. I m still  pregnant  via urine test. (Dammit!)absolutelyA monthneednowAfter a few days of making frantic phone calls. it became apparent that the only way I was going to get any answers was to go back to the ER ― they could order a test and return same-day results. This time I was told there was no detectable pregnancy and that I should have a follow-up appointment for ovarian cancer. Amazingly. the doctor was still not 100% willing to state I m not pregnant ― he gave it a 99.8%. Even as he was discussing the levels of hormones they detected. I know for a fact that I m not. They would be detecting a pregnancy that is just hours or days old. so unless I was drugged and raped. it s something else ― most likely ovarian cancer. (I m still waiting for a final batch of tests that will confirm my diagnosis.)A wave of relief washed over me. The weight of the stress and anxiety I d been carrying around suddenly lifted from my shoulders. A faint chorus of angels sang only to me. Yes. cancer was a relief over pregnancy. horrificspending the next 18 years and at least $250.000 to raise him/her/them2. Mentally scarring myself and the kids I do have by putting it up for adoption (sorry ― we can t keep your sister).3. Termination (if that s even an option ― who knows how pregnant I could be).Instead. I have one easy path forward: aggressively treat the cancer. Furthermore. I don t have to disclose my sex life to anyone. explain how I  let this happen.  or deal with any social stigma for being a single. unwed mother. I don t have to replace my clothes. lose control of my body. or wear my diagnosis for everyone to see. comment on. and rub. Pregnancy is public. Cancer is private ― no one will know unless I tell them.With cancer. disease or dysfunction. there is no government intervention or regulation restricting care. Nor can the pharmacist embarrass me by refusing to fill my medication for religious reasons. No one claims cancer cells have a right to thrive. I don t know what the cancer treatment will entail. but I do know that with every previous pregnancy. the morning sickness was debilitating. I threw up 15 hours a day. for weeks straight. I would lie on the cold tile of the bathroom floor for proximity to the toilet and the cooling relief from the heat of my face. clutching an ultrasound photo of my twins. trying to convince myself it was going to be worth this hell to produce two healthy babies. Pregnancy isn t easy. even if we somehow manage to make it look effortless. Don t get me wrong: I know that my cancer might be fatal. But so might a pregnancy ― especially if Roe v. Wade is overturned. I almost died in my last one: It was heterotopic. As I type this. some states are trying to make surviving that illegal. The U.S. already has the highest maternal mortality rate of the developed world and that was when we had access to complete health care. I talk to my twins about that. They would have lost me (and their little brother) at age 11 if it was illegal to remove the wayward fetus stuck to my fallopian tube.  Right to life  somehow doesn t include the mom s life anymore (or any other fetuses in a multi-gestational pregnancy).As women and people with uteruses. we must now consider whether our partner s orgasm is worth our lives. With Roe gone. there would be no distinction between consenting to sex and consenting to conception. There is no longer any room for error. When and where our partner orgasms is the only controllable part of the equation ― and the control is not ours. Nor can we control ovulation. conception. implantation. gestation or birth ― the only part of the biological process we have any say over is sex. And sometimes. through force or coercion. we don t even get a say in that. Yet we are held completely accountable for whatever may come from the act. It is our lives that will be forever changed. Men might have to pay child support. Rapists might go to jail. The baby is always our burden.The message the government is sending is that it doesn t matter what you do or where you are in life: As a woman. there is no greater contribution to society than your ability to reproduce. You could be a scientist working on treating or curing COVID. a Supreme Court justice (looking at you. Amy Coney Barrett). a student. a cancer patient. a woman being beaten within inches of her life on a weekly basis. a trans person mid-transition ― it doesn t matter: You are expected to birth a child whether you can or not. whether you should or not. whether you want to or not. and whether you consented to or not. At what point did women cease to be autonomous people promised life. liberty. and the pursuit of happiness and start to become assets of the government tasked to reproduce? I m afraid to have sex now. I know that I have had difficult pregnancies. I know that I might not be allowed to survive the same pregnancy as my last one if Roe is overturned. And now I know that I can get pregnant even through menopause and back-up birth control. and if I do. I won t have any idea until the vomiting starts. By then it will be too late. It s the stuff of nightmares. Cancer might be fatal. but during my heterotopic pregnancy it only took four weeks after conception (six weeks of a pregnancy!) for my fallopian tube to rupture. causing internal bleeding so badly that doctors couldn t see my organs because of all the blood spilling into my abdomen. If Roe is overturned and some trigger laws go into effect. some women will find themselves with a four-week expectation of life. I have twins graduating college in December and I really want to be here for that. How could I possibly engage in behavior that might kill me before I see that milestone?As sick as it may be. yes. when compared to pregnancy. the possibility of having ovarian cancer is a relief.Monica Fox has an MBA from the University of Florida and has spent 17 years in nonprofit management. She is the proud mom to three genius sons.Do you have a compelling personal story you d like to see published on HuffPost? Find out what we re looking for here and send us a pitch.,Health News
childadventurousbandages and NeosporinrepresentationHaving a tiny object that most people will wear at some point during their lives come in colors other than the  default  beige makes me feel seen (literally) and allows me to deter attention from wounds like bandages are meant to do. everyone s HuffPost may receive a share from purchases made via links on this page. Every item is independently selected by the HuffPost Shopping team. Prices and availability are subject to change.,Health News
The U.S. government has doubled the number of COVID-19 test kits people can order for their household.The government previously limited households to one order of four at-home rapid test kits. however. households can now order eight kits. The kits come in two packages and will be shipped free. according to the U.S. Postal Service.People who have ordered previous test kits from the program are eligible for another round as well.click here to order the kitsaccording to data from the U.S. Centers for Disease Control and PreventionThe number of reported COVID hospitalizations has also risen.Last week s seven-day rolling average of hospitalizations increased 8.3% from the previous week. according to the CDC.COVID-related deaths tracked by the CDC have continued to drop. The CDC reported 40 deaths due to COVID on Sunday. a drop since the most recent omicron wave began at the start of the year.Earlier this month. experts noted the appearance of a new  highly transmissible  omicron subvariant. BA.2.12.1The subvariant s presence has roughly doubled in the past month among reported cases. according to CDC data.The new omicron subvariant was reported in 42.6% of cases for the week ending May 7. the last week of data reported by the CDC.This is compared with the subvariant s 18.5% prevalence in cases reported for the week ending April 16.Kamala Harris It is going to be hard to ensure that no one gets COVID in America.  he said.,Health News
Nancy Pelosi Donald TrumpSamuel Alitogutting Roe v. WadeCNN Understand this.  she added about Alito s decision. which is not yet final.  This is not just about terminating a pregnancy. This is about contraception. family planning. The decision rocks a  place where freedom and the kitchen table. issues of America s families. come together.  she added.  What are the decisions that a family makes. What about contraception for young people? It s beyond a particular situation. It s massive in terms of contraception. in vitro fertilization. a woman s right to decide.  she said.RepublicansDemocratsNeil GorsuchBrett KavanaughAmy Coney Barrett The genius of our founders was to have a Constitution that enabled freedom to expand.  said Pelosi.  This is the first time the court has taken back a freedom that was defined by precedent and respect for privacy. Our hearts are so sad we are trying to do something about gun violence,Health News
North KoreaThe North s emergency anti-virus headquarters said more than 1.2 million people fell ill amid a rapid spread of fever since late April and about 564.860 are currently under quarantine. The eight new deaths reported in the 24 hours through 6 p.m. Sunday brought its death toll to 50.State media didn t specify how many of the fever cases and deaths were confirmed as COVID-19 cases. Experts say North Korea likely lacks testing supplies and equipment to confirm coronavirus infections in large numbers and is mostly relying on isolating people with symptoms at shelters.Experts say the failure to slow the virus could have dire consequences for North Korea. considering its poor health care system. Its population of 26 million people are believed to be mostly unvaccinated after their government had shunned millions of shots offered by the U.N.-backed COVAX distribution program. likely over concerns related to international monitoring requirements.North Korea acknowledged its first COVID-19 outbreak last Thursday when it announced that an unspecified number of people in Pyongyang tested positive for the omicron outbreak. It had previously held for more than two years to a widely doubted claim of a perfect record keeping out the virus that has spread to nearly every place in the world.Kim during a ruling party Politburo meeting on Sunday criticized government and health officials over what he portrayed as a botched pandemic response. saying state medicine supplies aren t being supplied to pharmacies in time because of their  irresponsible work attitude  and lack of organization. the North s official Korean Central News Agency said.The Politburo had issued an emergency order to immediately release and quickly distribute state medicine reserves and for pharmacies to switch over to 24-hour shifts. but Kim said such steps weren t being properly implemented. Kim ordered that the medical units of his military to get involved in stabilizing the supply of medicine in Pyongyang. KCNA said.State media had previously said a workforce of more than 1.3 million – including public health officials. teachers and medical university students – were mobilized to find people with fevers or other symptoms so that they could be quarantined.North Korea s claim of a perfect record in keeping out the virus for 2 1/2 years was widely doubted. But its extremely strict border closure. large-scale quarantines and propaganda that stressed anti-virus controls as a matter of  national existence  may have staved off a huge outbreak until now.While North Korea could suffer huge fatalities if it doesn t quickly receive international shipments of medical supplies. it s not immediately clear whether the North s admission of the outbreak communicates a willingness to receive outside help.Rival South Korea has offered to send vaccines and other supplies. but Seoul officials say the North has not made such a request. But some experts say Kim s comments last week during another Politburo meeting. where he praised China s pandemic response and urged his officials to learn from it. suggest that the North could be more willing to accept help from its major ally.Chinese Foreign Ministry spokesperson Zhao Lijian said last week that Beijing was ready to offer North Korea help but said he had no information about any such request being made.Even as he called for stronger preventive measures to slow the spread of COVID-19. Kim has also stressed that the country s economic goals should be met. which likely means huge groups will continue to gather at agricultural. industrial and construction sites.While accelerating his missile tests in a brinkmanship aimed at pressuring the United States for economic and security concessions. Kim has been grappling with domestic challenges at home as pandemic-related difficulties unleashed further shock on an economy broken by decades of mismanagement and crippling U.S.-led sanctions against the North. pushing him to perhaps the toughest moment since he took power in 2011.,Health News
Elise Stefanikblaming the  usual pedo grifters  for America s infant formula shortage pedophile  grifters. pedo  to mean  children. DemocratsThe Present AgeNeither Stefanik nor a representative could immediately be reached for comment. and HuffPost could not confirm the speaker on the recording was a Stefanik staffer. But the recorded voice appeared to be identical to one on an answering machine responding to calls to a Stefanik constituent office.The unidentified caller asks who the  usual pedo grifters  are that Stefanik refers to in her tweet. First off. this is her personal Twitter. Just have to note that.  the staffer responds. pointing out that the office had received a number of calls about the issue.  And No. 2. ‘pedo  is not short for ‘pedophile. it is ‘pedo.  as in ‘children.   So these are people who are grifting their children?  asks the confused caller.  How are they grifting their children? Or are they children who are grifting? The person responds:  No. not children who are grifting ... people who are grifting on behalf of children. The full phone call can be heard here Republicans in The Lincoln ProjectPedo grifters refers to the Lincoln ProjectThe Lincoln Project is a PAC founded and run by Republicans critical of Donald Trump. There is nothing linking the Lincoln Project to the infant formula shortage — or to pedophilia.Pizzagatesentenced to four years in prisonStefanik was also ripped for her heartless call in her tweet to deny infant formula to immigrant babies being processed or detained in federal facilities. The government is required by law to provide necessities in such situations.three major companiesmassive safety recall,Health News
preliminary injunction Fridayviolates the constitutional rights of both parents and childrengender-affirming health care a felonyParent Plaintiffs have a fundamental right to direct the medical care of their childrenLiles C. BurkeDonald TrumpArguments by the state fell flat. Defendants. for example. produced no  credible evidence to show that transitional medications are ‘experimental.   as claimed. Burke noted. The state s justifications for the law are  hypothesized. not exceedingly persuasive.  the judge added.Burke issued the injunction after concluding that the  imminent threat of harm to Parent Plaintiffs and Minor Plaintiffs — i.e.. severe physical and/or psychological harm  while the case is being argued  outweighs the harm the State will suffer from the injunction. The judge did allow several other provisions of the law to remain in place. including a ban on gender-affirming surgeries for minors.National Center for Lesbian Rightsso relieved and thrilled by this decisionvictory for compassion and common sensehuge relief for transgender children and their familiesThe court s decision  recognizes that this is well established care that has been endorsed by 22 major medical associations. This decision will ensure transgender children in Alabama. and beyond. can continue to receive this evidence-based life-saving care.  she added.,Health News
Margaret AtwoodThe Handmaid s Tale too far-fetched. Theocratic dictatorships do not lie only in the distant pastIn Atwood s novel. women in America are used as reproductive slaves. strictly governed by a theocratic dictatorship directed by men. Atwood s model was based on 17th century New England Puritan religious rules and jurisprudence — and imported to the U.S.Samuel AlitoRoe v. Wadeopposed abortions — and executed  witches. The leaked opinion (which hasn t been finalized) would  overthrow settled law of 50 years on the grounds that abortion is not mentioned ... . True enough.  Atwood conceded.  The Constitution has nothing to say about women s reproductive health. But the original document does not mention women at all. Women  were deliberately excluded from the franchise.  she added. referring to the fledgling nation. Only men would no longer be taxed  without representation  or be ruled without  consent.  Women were barred from voting until 1920. Women were nonpersons in U.S. law for a lot longer than they have been persons.  Atwood chillingly noted.  If we start overthrowing settled law using Justice Samuel Alito s justifications. why not repeal votes for women? religions. for example. believe life begins at birthpregnant woman s life is the existing lifeNow. in Alito s opinion.  That which is a sin within a certain set of religious beliefs is to be made a crime for all.  Atwood wrote. Yet the Constitution demands that  Congress shall make no law respecting an establishment of religion. or prohibiting the free exercise thereof.  If a religion allows abortion. how can a different religion restrict it for those with different beliefs? It ought to be simple: If you believe in ‘ensoulment  at conception. you should not get an abortion. because to do so is a sin within your religion. If you do not so believe. you should not — under the Constitution — be bound by the religious beliefs of others.  Atwood argued. The Alito opinion  looks to be well on the way to establishing a state religion.  Atwood added. and is turning back to the 17th century. when Colonial women were burned at the stake based on religious evidence. If Justice Alito wants you to be governed by the laws of the 17th Century. you should take a close look at that century.  Atwood warned.  Is that when you want to live? Check out the full column here.,Health News
Elizabeth IIThe monarch sat in the front passenger seat and spoke to a small group through the window after pulling up to the parade ground near Windsor Castle. where she has spent much of the past two years. The queen seemed relaxed and smiled while dozens of photographers a few feet away tried to capture the moment.The queen s public appearances are being closely watched as Britain prepares to celebrate the monarch s 70 years on the throne with four days of festivities June 2-5.Elizabeth. 96. has curtailed her schedule in recent months as she recovered from COVID-19 and coped with unspecified difficulties in moving around.On Tuesday. she asked Prince Charles to preside over the state opening of Parliament and deliver the Queen s Speech. which lays out the government s legislative program. The event is one of the queen s most important public appearances. highlighting her constitutional role as head of state.Buckingham Palace didn t elaborate on what prompted the queen to delegate her role to Prince Charles. but she has experienced what the palace calls  episodic mobility problems″ in recent months. Elizabeth has used a cane during some recent public appearances. and Prince Andrew escorted the queen into Westminster Abbey during last month s memorial service for her late husband. Prince Philip.,Health News
Tanika Gray Valbrun I was that girl who always had to carry pads with her. felt like I was always on my period. had to wear two panties and biker shorts. always had an extra bag with me.  she told HuffPost. In addition to the heavy bleeding. Valbrun also experienced painful periods. her abdomen protruded and she felt a constant need to use the bathroom.It wasn t until she was about 25 that she received a diagnosis: uterine fibroids. Many doctors appointments and treatments followed. and though she is still on this medical journey. the source of her issues is no longer a mystery. Although fibroids are quite common. they remain relatively unknown or misunderstood for many.  Uterine fibroids are benign tumors that grow from smooth muscle cells. so they re often found in the uterus.  said Dr. Sawsan As-Sanie. an associate professor in the department of obstetrics and gynecology at the University of Michigan Medical School.  They can be in the lining of the uterus. the wall of the uterus or on the surface.  Also called leiomyomas or myomas. fibroids vary in shape. size and number. Some grow slowly over many years while others might remain the same size for a long time and then start to grow rapidly. Looking back. I think about how many times I had accommodated my life for fibroids.  Valbrun said.  I was always strategizing what to bring or how to dress because I would be bleeding. I never wore white clothing. even though I love whites and light colors. Below. experts break down the facts and misconceptions around uterine fibroids.  Fibroids are highly prevalent. and they become more common as patients get older.  As-Sanie noted.will develop fibroids by the age of 50 Really. anyone with a uterus can experience uterine fibroids. but they disproportionately impact Black women at a higher rate.  Valbrun said.  Black women are more likely to experience them. and their fibroids are more likely to occur when they re younger. grow more quickly and cause more symptoms. Age is a big risk factor with fibroids. as their prevalence increases as patients grow older and then declines in post-menopausal women. Although fibroids are most common in women ages 30 to 40 and in Black women. As-Sanie said that she sees them in patients of all ages. races and ethnicities.  Mine started in my teenage years. so it s not just an issue for women in their childbearing years.  Valbrun added.  And even though race is a risk factor. it s not just a Black woman s disease ― just like endometriosis is not just a white woman s thing. There are genetic factors as well. A family history of fibroids is associated with a three times greater risk of developing fibroids compared with women without that history. As-Sanie explained. She noted that obesity and nulliparous (the medical term for having never given birth) can also be factors. Despite their prevalence. fibroids don t cause symptoms in the majority of people who have them.  Only about a quarter of women who have uterine fibroids have symptoms that are bothersome enough that they end up needing intervention.  As-Sanie said.The most common symptoms are related to menstruation. such as heavy bleeding and pelvic pain. Any amount of bleeding that interferes with quality of life deserves an evaluation.  As-Sanie noted.  We tell patients if they re soaking through a pad or tampon more frequently than every one to two hours. that should warrant evaluation. That amount can lead to anemia. low blood counts. Valbrun said that she s had to have at least five blood transfusions over the years to address her severe anemia. picaIn addition to menstrual pain. fibroids can also cause pain during sex and at random times. As Valbrun reported. they may lead to swelling in the uterus and abdomen as well.  Patients can also have what we call ‘bulk symptoms  ― pressure from fibroids if they get large enough. feelings of bloating. urinary frequency and urgency. and even constipation or other bowel issues.  As-Sanie said.  Fibroids are also associated with pregnancy-related complications like miscarriage and infertility.   In terms of diagnosis. fibroids are generally diagnosed or at least suspected during a pelvic exam.  As-Sanie said. noting that the uterus often feels enlarged.If fibroids are suspected. then the next step usually involves imaging. commonly with a pelvic ultrasound ― though tests including sonohysterography. hysteroscopy. hysterosalpingography and laparoscopy can also offer information.  Some patients come in reporting symptoms. but for others it might be diagnosed during a routine exam.  As-Sanie noted.  They may have had no clinical symptoms. Or if they re having trouble becoming pregnant. fibroids may be discovered as they look into their fertility problems. If you re diagnosed with uterine fibroids. the next steps depend on your symptoms. You might not need treatment if your fibroids are small and aren t causing symptoms or if you re nearing menopause.  If someone s not having symptoms. we typically just survey them over time.  As-Sanie said.  They should get regular checkups to monitor for development of symptoms if they re not having them. Often we ll get repeat imaging every year or couple years to monitor for fibroid growth. For patients with symptoms. it s important to examine the symptoms they re having and what their goals are.  With heavy bleeding. this can often be managed with medications ― like hormonal birth control pills. progestin-only birth control methods. other pills and injections.  As-Sanie said.Although those methods are effective for many patients. they don t work for others. And over time other interventions might become necessary. Myomectomy is the surgical removal of fibroids. and uterine artery embolization (sometimes called uterine fibroid embolization) is a less-invasive procedure that involves injecting tiny particles into the blood vessels to stop blood flow to the fibroids and cause them to shrink.  There are also different types of ablations where you can use forms of energy to basically burn them away or make them smaller.  Valbrun said. She added that the recovery process after fibroid-related procedures can be lengthy. noting that it took her about eight weeks to recovery from her myomectomy.Some fibroids are too small to be removed. and even after you ve had fibroids removed or shrunk. there s always a possibility of regrowth or new ones appearing. And some patients have so many fibroids that it wouldn t be feasible to remove all of them. As a result. the only total cure is hysterectomy. The choice of what treatment is appropriate in patients very much depends on both a combination of things. like their age and desire to preserve fertility. as well as fibroid size and location.  As-Sanie said.  Hysterectomy is generally considered a last resort when other things haven t worked. but it is considered curative and it s quite common in the U.S. And uterine fibroids and abnormal bleeding are the most common non-cancerous reasons that women have hysterectomies.  Any symptoms of heavy bleeding and/or pelvic pain that are bothersome enough that they re interfering with your quality of life warrant evaluation.  As-Sanie said.  There s no amount of bleeding or pain we would say is automatically ‘normal.  If you re not able to work as effectively or enjoy your life. that is by definition considered abnormal and deserves evaluation. Fibroids are relatively common. but they re also just one of many potential causes for increased levels of pain and bleeding. It s important to see a medical professional to help figure out what might be at the root of your problems and determine the best course of treatment.Many experience pregnancy complications or infertility related to fibroids. but medical interventions can help. So if you re hoping to give birth someday. know that fibroids don t necessarily prevent that.  For many women who have fibroids but no symptoms. we don t automatically recommend treatment in order to get pregnant or have a successful or healthy pregnancy.  As-Sanie said.  The relationship between fibroids and fertility and pregnancy is complicated. but there are many women who have fibroids ― even fibroids that cause symptoms ― that can become pregnant and carry a healthy pregnancy without needing intervention. And remember that there s nothing shameful about fibroids or any other gynecological issue.  Patients often feel like it s embarrassing. and their families ― or even physicians they ve seen ― have dismissed or minimized their pain as being a normal part of a woman s experience.  As-Sanie said.  This is unfair and unhelpful to women. She urged patients and medical providers to help break down the stigma around menstrual disorders. We need to improve awareness and diagnosis. as well as reduce the bias and stigma by talking about pain and bleeding so that young girls and women don t dismiss it as normal or think it s too shameful to talk about.  As-Sanie emphasized.  That way they can get earlier diagnoses and treatments. The White Dress Project I want to make people feel like they are not alone.  she said.  And I wanted the support for myself because I never saw any organized walks or runs or people asking me to buy a T-shirt about fibroid awareness. It feels very lonely to feel like you re the only one on the bathroom floor in the fetal position. You re the only one canceling on your girlfriends. the only one not spending the night at a guy s house even though you want to. advocates for policyMichigan state Rep. Kyra Harris Bolden (D) has also gotten involved in advocacy after being diagnosed with fibroids in 2020 and undergoing a myomectomy. It took me seven weeks to get back to what I felt was 100%. but ever since then. I ve been on this quest to just bring more awareness to fibroids.  she told HuffPost.  After I shared my story on the House floor during Uterine Fibroid Awareness Month. I got an outpouring of messages from women sharing their fibroid experience and how horrific it had been. Bolden has also partnered with organizations to spread awareness. worked on legislation and even helped get funding allocated for fibroid research in the Michigan state budget.  This condition affects so many women but isn t widely talked about.  she said.  If I had known it was so common. I probably wouldn t have waited until my condition got so bad to seek treatment and could ve had a less invasive surgery. Valbrun also wants to spread the word about the different treatment options for fibroids. A lot of times. hysterectomy is the only option offered for women to deal with fibroids.  she said.  Black women are more likely to be offered hysterectomy. I was told to have a hysterectomy when I was 26 and use a surrogate if I wanted children. and it was really disheartening. Fortunately. I found another doctor who told me about my other options. Of course. many patients are great candidates for a hysterectomy. especially if they are done having children or don t want to give birth. but Valbrun wants to make sure people feel informed and empowered about this decision rather than pressured.  Remember that you are powerful and have a say.  she said.  Nobody knows your body like you do. ,Health News
Chew on this: What if you could experience oral sex without actually taking off your clothes?according to BuzzFeed Newsmanufacturer has shownThe product is a brand of thin and stretchy single-use latex panties called LoralsThe panties are not cleared for fellatio or penetrative sex. however.Company officials had to prove the oral sex undies were at least equivalent to the protection provided by dental dams. a polyurethane barrier method that Los Angeles-area OB-GYN Dr. Sheryl Ross speculates is used by 5% of people at most. The dental dam is all we have to date for oral sex for women. anal activity. or rimming. and no one is using them.  Ross told BuzzFeed. adding that the Lorals underwear seems to be  a lot sexier. noted to The New York Timesral sex is not totally risk-free  and many  teenagers are initiating their first sexual activity with oral sex.  She thinks the panties could  reduce anxiety and increase pleasure around that particular behavior. herpes. gonorrhea and syphilis can be transmitted through oral sexHPV — human papillomavirus — is more easily transmitted that way. and mouth and throat infections from some types of HPV may develop into oral or neck cancer. the agency said. The FDA s authorization of this product gives people another option to protect against STIs during oral sex.  Courtney Lias. director of the FDA office that led the review of the underwear. told The New York Times.However. one woman who tested the product had mixed reviews. according to BuzzFeed.product s vanilla scent. which was  strong. but not overwhelming.  as well as the easy-to-follow instructions.But while the woman praised the material for being thin enough  where you can actually feel sensations.  her partner said the latex  did not feel good on his tongue and the friction when licking was uncomfortable. CORRECTION: An earlier version of this story said the underwear had been approved by the FDA. when it actually had received FDA clearance. The two terms refer to different kinds of FDA authorization. ,Health News
Rep. Madison Cawthornabortionsintroduced the Seeking Official Uncounted Lives Statistics Actthe bill would require the Centers for Disease Control and preventionCDC tracksThursday op-ed in The Washington Postwould overturn Roe v. Wadejustify contraception bans,Health News
